unit_id,action,country,notes,subject,latitude,longitude,date_time,name
1f3d3848-0973-4798-a133-e29c6d0b1249,activated,nam,Activated for upcoming ETNP tagging,,-22.57376501,17.08201614,2025-08-28T08:10:00Z,CMarneweck
8c40523f-05ef-4b50-8c9d-8f5ec25d5d07,activated,nam,Activated for upcoming ETNP tagging,,-22.57376501,17.08201614,2025-08-28T08:10:00Z,CMarneweck
550b7f75-c57b-495f-9bf9-1205f3f44c02,activated,nam,Activated for upcoming ETNP tagging,,-22.57376501,17.08201614,2025-08-28T08:10:00Z,CMarneweck
a2ea10c8-d426-4c55-ac6f-88ac91721fe6,activated,nam,Activated for upcoming ETNP tagging,,-22.57376501,17.08201614,2025-08-28T08:10:00Z,CMarneweck
9b85795d-f0b4-4060-bffc-93689a3d3498,activated,nam,Activated for upcoming ETNP tagging,,-22.57376501,17.08201614,2025-08-28T08:10:00Z,CMarneweck
30a9d9dc-11c2-4480-9562-7e04bff89394,activated,nam,Activated for upcoming ETNP tagging,,-22.57376501,17.08201614,2025-08-28T08:10:00Z,CMarneweck
1f3d3848-0973-4798-a133-e29c6d0b1249,activated,nam,Switched on by Julian for upcoming ETNP tagging,,-22.57376501,17.08201614,2025-08-28T08:10:00Z,CMarneweck
8c40523f-05ef-4b50-8c9d-8f5ec25d5d07,activated,nam,Switched on by Julian for upcoming ETNP tagging,,-22.57376501,17.08201614,2025-08-28T08:10:00Z,CMarneweck
550b7f75-c57b-495f-9bf9-1205f3f44c02,activated,nam,Switched on by Julian for upcoming ETNP tagging,,-22.57376501,17.08201614,2025-08-28T08:10:00Z,CMarneweck
a2ea10c8-d426-4c55-ac6f-88ac91721fe6,activated,nam,Switched on by Julian for upcoming ETNP tagging,,-22.57376501,17.08201614,2025-08-28T08:10:00Z,CMarneweck
9b85795d-f0b4-4060-bffc-93689a3d3498,activated,nam,Switched on by Julian for upcoming ETNP tagging,,-22.57376501,17.08201614,2025-08-28T08:10:00Z,CMarneweck
30a9d9dc-11c2-4480-9562-7e04bff89394,activated,nam,Switched on by Julian for upcoming ETNP tagging,,-22.57376501,17.08201614,2025-08-28T08:10:00Z,CMarneweck
1f3d3848-0973-4798-a133-e29c6d0b1249,recevied,nam,Recevied in batch of 15 at Windhoek office by Julian,,-22.57376501,17.08201614,2025-06-10T11:38:00Z,CMarneweck
8c40523f-05ef-4b50-8c9d-8f5ec25d5d07,recevied,nam,Recevied in batch of 15 at Windhoek office by Julian,,-22.57376501,17.08201614,2025-06-10T11:38:00Z,CMarneweck
550b7f75-c57b-495f-9bf9-1205f3f44c02,recevied,nam,Recevied in batch of 15 at Windhoek office by Julian,,-22.57376501,17.08201614,2025-06-10T11:38:00Z,CMarneweck
a2ea10c8-d426-4c55-ac6f-88ac91721fe6,recevied,nam,Recevied in batch of 15 at Windhoek office by Julian,,-22.57376501,17.08201614,2025-06-10T11:38:00Z,CMarneweck
9b85795d-f0b4-4060-bffc-93689a3d3498,recevied,nam,Recevied in batch of 15 at Windhoek office by Julian,,-22.57376501,17.08201614,2025-06-10T11:38:00Z,CMarneweck
30a9d9dc-11c2-4480-9562-7e04bff89394,recevied,nam,Recevied in batch of 15 at Windhoek office by Julian,,-22.57376501,17.08201614,2025-06-10T11:38:00Z,CMarneweck
