unit_id,action,country,notes,subject,latitude,longitude,date_time,name
a1d9ac74-351d-45a1-b297-9d1410552557,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
20384225-ca4e-42f1-a63f-3c285f04b1cd,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
66e93f52-26fc-4a73-a4b2-2dceb7b1b795,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
505c58ae-421d-433f-908f-d80a3c8c34a4,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
93dede95-558a-4ef0-9324-b8c6b248b656,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
ff9afad0-a111-4599-85f7-91bcd34545de,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
56407751-53f0-4d51-a5e4-4602697be632,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
7f4cb191-6fa4-4877-8423-a1d5557289ab,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
93bdf1ef-1d7b-4ace-bedf-23e168e182c7,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
240f8c25-2dc4-4feb-810b-ae9c8ac4e02e,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
c840de55-ac5e-4497-9a03-8d06592ada9b,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
ea7cd8a0-e8fc-4c84-8e27-3cd801300ecb,other,zmb,HDOP accuracy decreased from 35m to 10m,,-12.9659,31.85823,2026-02-10T10:05:00Z,CMarneweck
d71e6dfb-82dd-4c14-bb91-900c3e6df451,other,zmb,HDOP accuracy decreased from 35m to 10m,,-12.9659,31.85823,2026-02-10T10:05:00Z,CMarneweck
55b709ff-73b7-4770-b3d8-8170865e35c7,other,zmb,HDOP accuracy decreased from 35m to 10m,,-12.9659,31.85823,2026-02-10T10:05:00Z,CMarneweck
300179f6-ade4-4627-912b-ea04b9abb841,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
790ae524-49fa-4ac3-858d-287c3a8a95b6,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
ecc2dc3f-a81d-442e-989d-2632a397371a,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
9d623c52-c2a3-4e60-9f96-6d6cd5a2887b,other,zmb,HDOP accuracy decreased from 35m to 10m,,-12.9659,31.85823,2026-02-10T10:05:00Z,CMarneweck
d37e30bd-69d9-424c-b5ea-e4726a64e9b9,other,zmb,HDOP accuracy decreased from 35m to 10m,,-12.9659,31.85823,2026-02-10T10:05:00Z,CMarneweck
6b7042e2-6d57-4fdb-a31c-589b59fd1f55,other,zmb,HDOP accuracy decreased from 35m to 10m,,-12.9659,31.85823,2026-02-10T10:05:00Z,CMarneweck
c3863989-8324-485e-8ad4-212cfb7565c8,other,nam,HDOP accuracy decreased from 35m to 10m,,-18.09314,14.4329,2026-02-10T10:05:00Z,CMarneweck
5d42bb6b-a83a-49d7-8f18-c3e9d2fd153f,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
9852123f-b8ec-4d08-ae09-bbb8afbc1a44,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
9b85795d-f0b4-4060-bffc-93689a3d3498,other,nam,HDOP accuracy decreased from 35m to 10m,,-22.57376501,17.08201614,2026-02-10T12:28:00Z,CMarneweck
b1bba1e1-5bf0-46a2-ab73-7af4e53d2ebe,other,nam,HDOP accuracy decreased from 35m to 10m,,-22.57376501,17.08201614,2026-02-10T12:28:00Z,CMarneweck
6788234a-d746-4e88-9b7f-e8b045b04841,other,nam,HDOP accuracy decreased from 35m to 10m,,-22.57376501,17.08201614,2026-02-10T12:28:00Z,CMarneweck
7ce9300a-9dd6-4e03-acdb-eed9f9135bb5,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.31087,36.77722,2026-02-10T12:28:00Z,CMarneweck
0960b4fa-4ed3-4226-a849-9435a42fc7b4,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.31087,36.77722,2026-02-10T12:28:00Z,CMarneweck
f7da02c6-f27b-408e-8f0b-548bd9c3a057,other,zmb,HDOP accuracy decreased from 35m to 10m,,-12.9659,31.85823,2026-02-10T12:28:00Z,CMarneweck
