unit_id,action,country,notes,subject,latitude,longitude,date_time,name
75a61514-1d3f-4f7a-8dd2-194e9455f257,other,nam,HDOP accuracy decreased from 35m to 10m,,-18.09314,14.4329,2026-02-10T10:05:00Z,CMarneweck
adc9c9ab-75d9-4ab8-9601-51dcba2e1f83,other,nam,HDOP accuracy decreased from 35m to 10m,,-18.09314,14.4329,2026-02-10T10:05:00Z,CMarneweck
1214ce02-ac12-4307-84be-55da77674761,other,nam,HDOP accuracy decreased from 35m to 10m,,-18.09314,14.4329,2026-02-10T10:05:00Z,CMarneweck
fa6bd04f-b808-4681-8f18-23c477982c0e,other,nam,HDOP accuracy decreased from 35m to 10m,,-18.09314,14.4329,2026-02-10T10:05:00Z,CMarneweck
550b7f75-c57b-495f-9bf9-1205f3f44c02,other,zmb,HDOP accuracy decreased from 35m to 10m,,-12.9659,31.85823,2026-02-10T10:05:00Z,CMarneweck
a2ea10c8-d426-4c55-ac6f-88ac91721fe6,other,nam,HDOP accuracy decreased from 35m to 10m,,-18.09314,14.4329,2026-02-10T10:05:00Z,CMarneweck
30a9d9dc-11c2-4480-9562-7e04bff89394,other,zmb,HDOP accuracy decreased from 35m to 10m,,-12.9659,31.85823,2026-02-10T10:05:00Z,CMarneweck
13d4c4eb-1f13-4b20-a64d-5d7471f64bac,other,zmb,HDOP accuracy decreased from 35m to 10m,,-12.9659,31.85823,2026-02-10T10:05:00Z,CMarneweck
18a7669a-e1da-4469-94c8-62d699c70132,other,zmb,HDOP accuracy decreased from 35m to 10m,,-12.9659,31.85823,2026-02-10T10:05:00Z,CMarneweck
7e438860-f9c7-49c9-8c51-38088f6de127,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
d513b4a0-36f4-4fb3-a272-69ee1f40807b,other,zmb,HDOP accuracy decreased from 35m to 10m,,-12.9659,31.85823,2026-02-10T10:05:00Z,CMarneweck
c0d99a8e-2390-403a-a4b5-8e028376710d,other,zmb,HDOP accuracy decreased from 35m to 10m,,-12.9659,31.85823,2026-02-10T10:05:00Z,CMarneweck
54edd8b7-17a0-4076-8231-0b3ff3a8c45f,other,zmb,HDOP accuracy decreased from 35m to 10m,,-12.9659,31.85823,2026-02-10T10:05:00Z,CMarneweck
eb14b0cc-7294-46bb-a324-4430989aac6b,other,zmb,HDOP accuracy decreased from 35m to 10m,,-12.9659,31.85823,2026-02-10T10:05:00Z,CMarneweck
64dde072-2b76-4f0a-81fa-88211d90d32d,other,zmb,HDOP accuracy decreased from 35m to 10m,,-12.9659,31.85823,2026-02-10T10:05:00Z,CMarneweck
79418401-e58e-49cc-be3e-01249efdf4ff,other,zmb,HDOP accuracy decreased from 35m to 10m,,-12.9659,31.85823,2026-02-10T10:05:00Z,CMarneweck
9667dc30-6573-4f13-a646-9e42030f9f4b,other,zmb,HDOP accuracy decreased from 35m to 10m,,-12.9659,31.85823,2026-02-10T10:05:00Z,CMarneweck
69ef69bb-f713-4b52-ae6a-55abaef09762,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
feccdd0a-b6fd-4ce0-938d-8299a23bbe86,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
79585b80-54d9-47db-bebf-30b834ca00de,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
671b2962-6241-44e4-a24e-93589faf94a8,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
02f5463f-1d57-49e9-b5d9-c65891f3e93d,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
62f4d116-95e1-4fac-bbfb-19bd92328efa,other,ken,HDOP accuracy decreased from 35m to 10m,,-1.04703,35.3261,2026-02-10T10:05:00Z,CMarneweck
