Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,US,ZW,,4,,skulls,Number of specimens,T,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,US,ZW,,19,28,trophies,Number of specimens,H,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,US,ZW,,1,6,trophies,Number of specimens,P,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,US,ZW,,5,,trophies,Number of specimens,T,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,VN,ZA,,,12,live,,Z,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,VN,ZA,,,1,trophies,,H,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,XX,ZA,ZW,,2,trophies,,H,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,XX,ZA,,,6,live,,T,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,XX,ZA,,,1,trophies,,H,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ZA,MZ,,1,,trophies,,H,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ZA,NA,,,2,trophies,Number of specimens,H,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ZA,NA,,1,,trophies,,H,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ZA,US,XX,920,,bone carvings,,H,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ZA,ZM,,2,,trophies,,H,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ZA,ZW,,,2,bones,Number of specimens,H,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ZA,ZW,,,3,skins,Number of specimens,H,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ZA,ZW,,,2,skulls,Number of specimens,H,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ZA,ZW,,,7,trophies,Number of specimens,H,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ZM,NA,,,34,live,Number of specimens,N,W
2020,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ZM,ZA,,,1,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,AE,ZA,,,9,live,,Z,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,AE,ZA,,,3,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,AE,ZW,,,15,skins,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,AM,ZA,,,45,live,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,AT,NA,,,1,skins,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,AT,NA,,,3,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,AT,ZA,,,6,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,AT,ZW,,,1,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,AU,NA,,3,4,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,AU,ZA,,1,,skin pieces,Number of specimens,P,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,AU,ZA,,,2,skulls,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,AU,ZA,,7,,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,AU,ZA,,,11,trophies,,H,O
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,AU,ZA,,,7,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,AZ,ZA,,,1,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,BE,ZA,,13,,bodies,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,BE,ZA,,60,,bones,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,BE,ZA,,,91,bones,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,BE,ZA,,3,,skins,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,BE,ZA,,,3,skins,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,BE,ZA,,25,,skulls,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,BE,ZA,,,20,skulls,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,BE,ZA,,1,,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,BE,ZA,,,15,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,BG,NA,,1,1,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,BG,ZA,,1,,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,BR,ZA,ZW,,2,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,BR,ZA,,,1200,bones,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,BR,ZA,,,18,live,,Z,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,BR,ZA,,,2,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CA,NA,,,2,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CA,US,XX,,1,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CA,US,,,2,live,Number of specimens,Z,F
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CA,ZA,,,19,bones,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CA,ZA,,,1,skins,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CA,ZA,,,7,skulls,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CA,ZA,,,12,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,DE,BE,1,,skins,Number of specimens,T,C
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,DE,BE,,1,skins,Number of specimens,T,O
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,DE,CH,1,1,live,Number of specimens,B,C
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,DE,ZA,3,3,trophies,Number of specimens,H,O
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,DE,,1,1,live,Number of specimens,Z,C
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,IT,XX,1,1,skeletons,Number of specimens,T,O
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,IT,XX,1,1,skins,Number of specimens,T,O
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,ZA,,11,,bones,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,ZA,,,12,bones,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,ZA,,2,,skins,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,ZA,,,2,skins,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,ZA,,1,,skulls,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,ZA,,3,,skulls,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,ZA,,,5,skulls,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,ZA,,7,,tails,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,ZA,,,7,tails,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,ZA,,2,,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,ZA,,1,,trophies,Number of specimens,P,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,ZA,,3,,trophies,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,ZA,,,2,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,ZW,,,2,feet,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,ZW,,,9,leather products (small),Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CH,ZW,,,2,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CI,ZA,,,1,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CL,ZA,,,1,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CN,US,ZW,1,,bodies,Number of specimens,E,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CN,US,ZW,,1,trophies,Number of specimens,E,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CN,ZA,,3,,bodies,Number of specimens,E,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CN,ZA,,,221,bones,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CN,ZA,,,5,feet,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CN,ZA,,,5,frog legs,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CN,ZA,,,80,skins,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CN,ZA,,1,,skulls,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CN,ZA,,,19,skulls,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CN,ZA,,1,,trophies,Number of specimens,H,D
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CN,ZA,,1,,trophies,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CN,ZA,,,8,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CN,ZA,,,2,trophies,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CZ,NA,,,2,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CZ,NA,,1,,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,CZ,ZA,,,1,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,CH,,1,,live,Number of specimens,B,O
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,CH,,,1,live,Number of specimens,Z,O
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,NA,,5,,bones,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,NA,,1,1,bones,Number of specimens,P,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,NA,,56,,bones,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,NA,,,1,hair,g,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,NA,,3,3,skins,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,NA,,,1,skins,Number of specimens,P,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,NA,,1,,skin pieces,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,NA,,1,4,skulls,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,NA,,5,,skulls,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,NA,,175,181,specimens,Number of specimens,S,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,NA,,3,2,tails,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,NA,,12,15,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,NA,,4,,trophies,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,ZA,ZW,1,,bone carvings,Number of specimens,P,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,ZA,ZW,,1,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,ZA,,,2,bone carvings,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,ZA,,2,,bones,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,ZA,,1,,bones,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,ZA,,,153,bones,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,ZA,,3,,skins,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,ZA,,1,,skulls,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,ZA,,,17,skulls,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,ZA,,4,,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,ZA,,1,,trophies,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DE,ZA,,,9,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DK,ZA,,,2,bones,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DK,ZA,,15,11,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,DK,ZA,,2,,trophies,,P,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,EG,ZA,,3,3,live,,Z,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ES,NA,,,2,skins,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ES,NA,,,1,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ES,ZA,,,4,bones,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ES,ZA,,,1,skins,,T,C
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ES,ZA,,,1,skulls,,T,C
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ES,ZA,,,19,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ES,ZW,,,2,leather products (large),Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ES,ZW,,,2,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,FI,NA,,,1,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,FI,ZA,,,1,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,FR,CH,,2,1,live,Number of specimens,Z,C
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,FR,CH,,,1,live,Number of specimens,Z,O
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,FR,NE,,,43,live,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,FR,ZA,,7,,bones,Number of specimens,T,O
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,FR,ZA,,,489,bones,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,FR,ZA,,,4,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,GB,DK,,,1,hair,,S,C
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,GB,DK,,,1,specimens,cm3,S,C
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,GB,DK,,,1,specimens,,S,C
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,GB,NA,,,2,leather products (large),Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,GB,UG,,,33,specimens,g,S,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,GB,UG,,0.002,,specimens,kg,S,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,GB,ZA,,1,,bodies,Number of specimens,P,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,GB,ZA,,1,,bodies,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,GB,ZA,,,4,feet,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,GB,ZA,,12,,leather products (small),Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,GB,ZA,,,2,skulls,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,GB,ZA,,,8,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,GB,ZW,,,2,skins,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,GB,ZW,,,2,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,GM,ZA,,,1,trophies,,H,O
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,HR,NA,,,2,bones,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,HR,ZA,,,2,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,HU,NA,,,1,skins,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,HU,NA,,,1,skulls,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,HU,NA,,,4,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,HU,NA,,8,,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,HU,ZA,ZW,1,,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,HU,ZA,,2,4,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ID,ZW,,,1,leather products (large),Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ID,ZW,,,1,leather products (small),Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ID,ZW,,,2,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,IN,MX,US,,6,live,Number of specimens,Z,O
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,IQ,ZA,,,3,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,IR,ZA,,,3,live,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,IR,ZA,,3,,live,,T,
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,IS,ZA,,,2,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,IS,ZA,,1,,trophies,,P,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,IT,ZW,,,3,skin pieces,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,IT,ZW,,,1,skulls,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,IT,ZW,,,2,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,JP,ZA,,1,,bones,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,JP,ZA,,,1,bones,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,JP,ZA,,1,,skins,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,JP,ZA,,,1,skins,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,JP,ZA,,4,,skulls,Number of specimens,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,JP,ZA,,,3,skulls,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,JP,ZA,,,4,skulls,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,JP,ZA,,,3,tails,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,KR,FR,XX,,4,bone carvings,Number of specimens,T,O
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,KR,ZA,,,1,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,KW,ZA,,,98,live,,T,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,LU,ZA,,,1,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,LV,ZA,,,2,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,ML,SN,,,3,live,,B,D
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,MN,ZA,,,2,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,MT,ZA,,2,,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,MT,ZA,,,3,trophies,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,MW,ZA,,,26,live,,N,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,MX,NA,,1,4,feet,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,MX,NA,,3,1,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,MX,ZA,,,5,hair products,,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,MX,ZA,,12,,leather products (small),Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,MX,ZA,,5,,skins,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,MX,ZA,,,5,tails,,P,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,MX,ZA,,8,,trophies,Number of specimens,H,W
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,MX,ZA,,,1,trophies,,H,O
2021,II,Giraffa camelopardalis,Mammalia,Artiodactyla,Giraffidae,Giraffa,MX,ZA,,,23,trophies,,H,W
